Project Name,Proposal State,Round,Grant Category,Earmarks,Deliverable Checklist,Proposal Standing,OCEAN Requested,OCEAN Granted,Wallet Address,Vote URL,ipfsHash,Snapshot Batch Index,Snapshot Batch Index No,Voted Yes,Voted No
Ocean Pearl,Funded,5,DAO,Outreach,"Milestone 1: MVP release:
[x] A functioning web app (oceanpearl.io) with 3 dedicated pages home with metrics about oceanDAO projects (https://oceanpearl.io/ 1)
    - projects overview (Projects: https://oceanpearl.io/projects + Proposals https://oceanpearl.io/dao-proposals) (Explainer: 1 project can have multiple proposals)
    - project details (Example Page: https://oceanpearl.io/projects/bF7F656f34-ocean-pearl)
[x] A custom backend prepared for future development (https://github.com/ocean-tech-ship/ocean-pearl-api)
    - API provision for external data consumers (Swagger API-docs: https://oceanpear-api.herokuapp.com/api/)
[x] Deployed on self-controlled infrastructure  (https://oceanpearl.io/ 1)
[x] User Analytics integration  (https://plausible.io/oceanpearl.io)
    - measurement of user traffic
    - preparation for data-based feature development
",Completed,,7500,0xe6E3459bA0d70699F54464cc4b5d273810E7EC7B,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/Qmd3dYyVUw87uQejG2KDiQoAVwHY6rSgToL3YywdWj8gGq,Qmd3dYyVUw87uQejG2KDiQoAVwHY6rSgToL3YywdWj8gGq,,,1025153,0
Ocean Vantage,Not Granted,5,Build & Integrate,General,,,,7500,0x630cc8ffc2041b7C3E85892e2052b89BCC790454,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmP6vEBn99yBG84pXbCWFDMSekmfmukL6CGQEFHf1SsrfJ,QmP6vEBn99yBG84pXbCWFDMSekmfmukL6CGQEFHf1SsrfJ,,,88773,0
Posthuman AI,Funded,5,Build & Integrate,General,"[x] [*] 15th May : Publication on mainnet after fixing any bugs/errors. Includes API documentation for publishing, training, and using AI models. [Posthuman v1]
Thanks to the funding provided by the Ocean Community, Posthuman v1 Models are now live on the mainnet!
We’ve published a pretrained DistilBERT Question-Answering Model, and a pretrained DistilGPT2 model as an asset on the mainnet, along with template inference script for each model. Users can edit this algo and get AI completions/Answers on any text, all within ocean protocol’s C2D ecosystem, with its accompanying guarntees of verifiability and privacy.
- Pretrained DistilBERT-QA Model (NEW): Answers any plaintext question extractively given any context paragraph [https://market.oceanprotocol.com/asset/did:op:A24F1E5C1c0Dea2b3820812E2c846a54fdb54D80]
- Question-Answering Inference Algorithim (NEW): Allows you to answer any question using the DistilBERT-QA model. Edit this for custom inference.
- [https://market.oceanprotocol.com/asset/did:op:50C48d3eE0Ed47479d3e2599FAe0076965cBD39c]
- Pretrained DistilGPT2 Model Parameters(Zip file with pytorch model + config & vocab files): https://market.oceanprotocol.com/asset/did:op:c6F418dD714fAd11dcE5ff9935E2820691F02cA8
- Template Inference Algorithim: https://market.oceanprotocol.com/asset/did:op:f0e1C9fa4738a44837AB5bE0837f488F3232aFe8
[x] [*] 30th May : Addition of market & inference UI to increase usability; Add filecoin and Secret Network support [Posthuman v1.1]
There are major trade-offs involved in running our own Custom hardware based Ocean Market and posting assets on Ocean Market - which we’ve detailed in this document - https://docs.google.com/document/d/1PBvxKD3_a0DsSjfjCrqOWJXew6idl4f9Py3dKrPRxTs/edit?usp=sharing. This includes a summary of our extensive work towards setting up our own K8 +C2D environment as well.
Due to these trade-offs, we decided to prioritize API access to our models on Ocean Market First, before working on the much longer process of setting up our own marketplace.
Briefly, publishing Models on Ocean Market can be done (upto model sizes of 128M params) and is itself a $100 million + market. Meanwhile the development and server costs of hosting our own market are enormous. Therefore we’ve prioritised delivering working AI models on Ocean Market first, before working on the longer term and larger goal of Making our own fork of Ocean Market, which will probably require 3+ months more and some additional funding besides Ocean DAO.",Completed,,7500,0x21e06646433954aabace8e3d93d502e423249299,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmfSLNdwGy2Gd9X6W5QRHtTft2Xigs1YsXMGxTvGFNsEna,QmfSLNdwGy2Gd9X6W5QRHtTft2Xigs1YsXMGxTvGFNsEna,,,667711,500
Go to Market Analysis ,Rejected,5,Outreach,Outreach,"[x] Go To Market Analysis for Data Markets & Data Brokers on Ocean Protocol 1
[x] How to identify buyers for your datasets using Ocean’s Data Markets 1
[x] 4 New Ocean DAO Projects that Build Upon our Research Findings 1
[x] Useful resources for future Ocean Data Brokers & Markets 1
[x] 7 lessons Web3 data markets can learn from the Web2 data economy 1",Completed,,7500,0x591c9C5bf95E2264cac458D02855684a4A3bF32c,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmNn7mTEER8sqooYUAYjnHLgwnGWYhvW2w5FGCH28X4S6t,QmNn7mTEER8sqooYUAYjnHLgwnGWYhvW2w5FGCH28X4S6t,,,0,0
The Pelican,Not Granted,5,Outreach,Outreach,,,,7500,0xB058FE01dD09Fe8aefA64346892eBb39A0a41AdB,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmSJkxk3ZCG7VCsqShTemv29dC3owmfq8uM3BsA6yN4y9Y,QmSJkxk3ZCG7VCsqShTemv29dC3owmfq8uM3BsA6yN4y9Y,,,663153,0
RugPullIndex,Funded,6,Build & Integrate,General,"[x] [x] Market API and help our customers to integrate it
[x] [x] Continue user research to improve the website conversion
[x] [x; ERIGON NODE] Improve scalability of on-chain crawler to improve data quality, quantity & currentness
- By now moving the crawler onto our own Erigon Ethereum full node; we’ve arguably increased the data quality and we’ve also scaled potential quantity. We can now virtually make as many requests as we want without incurring additional costs. A final step that we wanted to do in this deliverable was to increase the number of crawls per day. Unfortunately, we exceeded the budget on that task and we’ll have to raise more funds in a future round to make that happen too.
[x] [x] Start implementing insights of rollup research into prototype transaction aggregator smart contract
[x] [x] We wrote a blog post on stolen data that reached 2k Reddit users.
[x] [x] We’re now displaying historical price data in EUR
[x] [x] We released a historical price data API endpoint
[x] [x] We finished our first business development sprint and gained valuable insights
[x] [x] We released a specification that shows how rugpullindex’s rank works
[x] [x] We introduced honeybatcher, a pessimistic rollup that will help lower Ethereum’s gas prices
[x] [x] We’ve added structured metadata to improve our search engine results
[x] [x] We’re in the final phases of having our API integrated into DataWhale’s alga.
",Completed,13000,13000,0x005241438cAF3eaCb05bB6543151f7AF894C5B58,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/Qmd1wBQhUUDaMLjniNeeGVz6F4GFfuSxgJ8JZP7cXgPChN,Qmd1wBQhUUDaMLjniNeeGVz6F4GFfuSxgJ8JZP7cXgPChN,,,1603354,0
Ocean Vantage,Funded,6,Unleash Data,New Entrants,"[x]  Build Ocean Vantage Open Source Databridge
- With this opensource code anyone can bring a databridge online and convert data streams which enables anyone to publish or consume data on the Ocean Marketplace in either native WSS or Webhook or API. We will work to incorporate signal validators and hosted databridge services in phase 3 & 4 of which we just received a grant for.
    - Github Repo: https://github.com/vantagecrypto/OV_Data_Bridge
    - Current demo server: https://bridge.vantagecrypto.com
[x] Fork and bring online, lightly branded Ocean Marketplace fork (SSDN)
- We have brought our marketplace fork online and added some light branding. The bulk of our work here will be in phase 3 & 4 which we just received a grant for.
    - marketplace fork: https://market.vantagecrypto.com 1
",Completed,20000,20000,0x630cc8ffc2041b7C3E85892e2052b89BCC790454,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmNx1fEHLu2eKBqMVyQZeuSVnjUhhcbDDGixGoq6jrbVgr,QmNx1fEHLu2eKBqMVyQZeuSVnjUhhcbDDGixGoq6jrbVgr,,,370919,38030
Algovera,Funded,6,Unleash Data,New Entrants,"[x] [X] App Development: Available for download at https://drive.google.com/drive/folders/1k3-2ZyJSsK9WdjUOFmjNz8S-xHsxB6KL?usp=sharing
[x] [X] Business Model Development: Blog post published at https://medium.com/@richardblythman/building-automated-tools-for-physiotherapy-applications-with-ocean-protocol-9d5058b58b43
[x] [X] Promo video live at https://www.youtube.com/watch?v=wBa6iw3kNGg
[x] [X] We will provide the link to the dataset here once it is published",Completed,27200,27200,0x36f741F4808a329C9E876F551Bcf337B7dDc54Ff,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmQmJj6U7WJdSuuZbMdWy85bBK3LDPsBp5RiTreXKYoBUz,QmQmJj6U7WJdSuuZbMdWy85bBK3LDPsBp5RiTreXKYoBUz,,,603918,38030
Evotegra,Funded,6,Unleash Data,General,"
We delivered 5 of 6 classes. During the project it turned out that wide dashed lanes lacked available data and separation from normal dashed lanes. To compensate the missing class, we delivered another 132.000 annotations (26%) over the promised minimum amount.
We updated the EVO/2MP/TRFC/DE/200K dataset with the classes:
[x] [X] dashed lane
[x] [- switched] wide dashed lane
[x] [X] solid lane
[x] [X] double solid lane
[x] [X] arrows
[x] [X] zebra crossing
with at least 500000 new AI validates instances.
[x] [X] 632415
extend the dataset to over 2 million unique labels
[x] [X] 2035145",Completed,16500,16500,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmRcEbWFJLEoJwsVu688X8uxJGVeYMKV2CF3WezXM9raSM,QmRcEbWFJLEoJwsVu688X8uxJGVeYMKV2CF3WezXM9raSM,,,1043445,0
VideoWiki,Funded,6,Build & Integrate,General,"Round 6: Researched various streaming options to onboard to our marketplace. Build UI around the Casting flow and conducted successful pilot events.
[x] Status - Completed. Private Beta live at CAST.Video.Wiki
This was by far our most challenging and most rewarding work. We changed our course of action but explored options to get the CAST live to get validations and prove the working with 2 events (and more in pipeline). We partnered with multiple entities to get this going and staked all our brands on one technology solution. We almost bet it all on just one thing working fine in the end.
Instead of building a decentralized ticket system, we explored and worked on the complete cast solution which was an over commitment that took us 3 months to finish. The first ever live cast on the system was with OCEAN projects DataUnion, DataWhale and Algovera (Previously Onshore) with a series of 4 showcase sessions, one 8 hour conference, and then another 16 hour (2 day) event running on the system, without a glitch.",Completed,18000,18000,0xe151E8BE121864EDDB83E7D0484b87596cAD2fA5,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/Qmca7fw5EmZD4BC9YCLD1tqTzUEPCo8qxsY39c6ZVSesHZ,Qmca7fw5EmZD4BC9YCLD1tqTzUEPCo8qxsY39c6ZVSesHZ,,,451656,0
Solipay,Funded,6,Unleash Data,New Entrants,,Unreported,27200,27200,0x748C597E4cD11D6514DBF76EfE458Db290aa4b3d,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmUAZYnNDLSwfZqUHjVJ7w5GM49qpeyLzAX4c8KWnhNbqU,QmUAZYnNDLSwfZqUHjVJ7w5GM49qpeyLzAX4c8KWnhNbqU,,,170611,0
Data Whale,Funded,6,Build & Integrate,General,"[x] [X] Launched Data Token / Data Economy YouTube Channel, reaching over 15K impressions and led to dataset sales and staking on the Marketplace.

Screen Shot 2021-08-10 at 4.26.56 PM
2250×836 54 KB

Screen Shot 2021-08-12 at 3.33.20 PM
1175×149 21.1 KB

Screen Shot 2021-08-12 at 3.33.56 PM
1078×62 8.36 KB

[x] [X] Signed up and set up showcase at the Alternate Future Summit
1. https://altfuture.pt/dataWhale.html
[x] [X] Trading Analysis Tools: Re-designed and updated Directory dataset to provide the promised Data Token Analysis Tool. WONPEL-82’s data was used to to provide an analysis of estimated APY per pool.
1. https://www.youtube.com/watch?v=tWL9hGk1W-0&t=176s
2. https://market.oceanprotocol.com/asset/did:op:fcB47f5781F14Ed7E032BD395113b84C897aA23f
[x] [X] Implemented Rugpullindex on ALGA mobile app test-version here:
1. https://twitter.com/realdatawhale/status/1422568683944173568?s=20
[x] [X] Conducted Data Token Community Giveaway (0.1 ETH worth of TREPEL-36)
1. https://etherscan.io/tx/0xae3dbb181c6e3ceda69c63b8283e80f946e437783497a39b5c3f8829e0ae7926…
2. https://twitter.com/realdatawhale/status/1405488305429311489?s=20
[x] [X] Continued business development efforts with the help of new material (backup of Email correspondence can be provided upon request).",Completed,15000,15000,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmTMYZhaYPAUMvCMQYHtwMMkvd8n7w7vfmb1a2ywCfAkBn,QmTMYZhaYPAUMvCMQYHtwMMkvd8n7w7vfmb1a2ywCfAkBn,,,1205720,0
Alternate Future Summit,Funded,6,Outreach,New Entrants,,Unreported,24590,24590,0x48E13Ab513A0d26f921707ad4F38989e2C587f25,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmRyVSzHTnJ94RmqZUUJV6eTQQtNXM1cfneCezzNpTLrNq,QmRyVSzHTnJ94RmqZUUJV6eTQQtNXM1cfneCezzNpTLrNq,,,45535,42
Ocean Ambassadors,Funded,6,DAO,New Entrants,"[ ] [ ] Creation of dedicated Ocean Ambassadors Branding (spin-off from Ocean Protocol) -> rescheduled to next month
[x] [X] Hosting, development, and ongoing support for the Ocean Ambassador Website
[x] [X] Establishment of influencers program for visibility/coverage
[ ] [ ] Creation of techship Podcast -> not possible as Robin and Albert don’t have time
[ ] [ ] Creation of a dedicated Business Plan for Ocean Pearl -> postponed to next month
[x] [X] Delivery of Sailors lounge interviews
[x] [X] Medium Article translations
[ ] [ ] Ocean Use case interviews (tbc)
[x] [X] Meme repo & Chief Meme Officer
[x] [X] Curation of local communities, notably in Bulgarian, German and Italian
[x] [X] Admin Mod Telegram
[x] [X] Admin Mod Discord
[x] [X] Admin Mod Twitter (Ocean Ambassadors)
[x] [X] Delivery of quarterly Ambassadors Keynote (Tech + Outreach)
[x] [X] New ambassador members credentials checking / recruitment
[x] [X] Overall management/operations: Captain’s Lounge, Tech & Outreach Ship",In Progress,27200,27200,0x582fFcaEF4174B3f92d418d192290Eb0a024c515,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmahjTNJXhu1Sn616SwFJvQ7WSsGb6Y3wudgNMcXjN9ZkQ,QmahjTNJXhu1Sn616SwFJvQ7WSsGb6Y3wudgNMcXjN9ZkQ,,,2522083,0
Fair Data,Funded,6,Unleash Data,New Entrants,,Unreported,20000,1710,0x69BfecD31FE889c31F287DA108F63022CA2c1306,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmZbKQFtkuvta2fVXR1LEUmnXwmqyrN76Rrxkmu5oSDxGx,QmZbKQFtkuvta2fVXR1LEUmnXwmqyrN76Rrxkmu5oSDxGx,,,5547,0
Posthuman AI,Funded,6,Build & Integrate,General,"Since the last DAO round, we’ve made major upgrades to our codebase, focusing on developing commercially useful variants of the models (DistilBERT and DistilGPT2) and algorithims that we shared earlier (with v1)- to accure value for Ocean holders and to enable corporate AI use-cases directly from Ocean Market.
[x] [*] Developing Posthuman Market deployment for allowing a larger variety of models
With Posthuman v1.2 we’ve developed and introduced an entirely new library of algorithms, under the title “QA-Commercial”. This is meant to interact with proprietary AI models (developed by Posthuman, LUCI, or other parties), to enable AI question-answering on 1000s of corporate documentation in a matter of seconds. Some of the key features of QA-Commercial:
1. Integrates with DrQA library for ngram and TF-IDF shortlisting of paragraphs, which are then fed into the pipeline with a custom trained DistilBERT model for question answering on 1000s or even millions of pages of documents (instead of just 1 para, as enabled by Posthuman v1 models).
2. Provides enterprise grade server capabilities for continuous question answering for upto 24 hours at a time. This includes not just a django server, but celery + redis worker allocation for load balancing, enabling rapid, parallel processing of multiple queries at the same time without any errors.
In addition to QA-Commercial algorithms, we’ve also developed the following:
1. DistilBERT is trained for question answering only on Wikipedia. We’ve produced two models by fine-tuning this model on:
[x] [*] Engaging with AI partners LUCI to bring their enterprise AI to posthuman-
A. Proprietary corporate data, including commercial, email, and customer service documentation, for a commercially valuable version of the model (LUCI). This combined with QA-Commercial Algos enables largescale question-answering on Corporate Documentation with never seen before accuracy.
B. US Legal data - this allows models to read US law (including federal and state statutes, and judgements) to answer specific questions about the law.
[We will not be sharing the model parameters here; instead we will directly post them on Ocean Market(Polygon) once the bugs mentioned in the progress report are resolved - allowing this model to potentially accure 100s of $k in value]
[x] [*] Engaging AI companies by offering them a monetization oppourtunity; Onboarding next ~5 corporate customers. -
4. We plan on initiating discussions with PacerPro , Datanomy and DeepC , to hopefully onboard them as users and/or providers of AI models on Posthuman Market. More collaborations to come.",Completed,27200,27200,0x21e06646433954aabace8e3d93d502e423249299,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmP6wsEBhaUfkZgDFV9q6EKgnypLeE7aQbsQNo3XAjZshy,QmP6wsEBhaUfkZgDFV9q6EKgnypLeE7aQbsQNo3XAjZshy,,,379969,217978
DataUnion Foundation,Funded,6,Build & Integrate,General,[x] [X] What has been promised in this proposal has been delivered as we continued to push forward with our project between round 6 and 7.,Completed,27200,27200,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmeuMAKVMU1eLk7hyEA5WjwuZCaL7ATwbKXpi9Vxp7PGZK,QmeuMAKVMU1eLk7hyEA5WjwuZCaL7ATwbKXpi9Vxp7PGZK,,,1749186,0
Project Coral,Funded,6,Outreach,General,"[x] [x] Conference Workshops & Seminars
Our team has presented at multiple conferences and hackathons, including the International Neuroinformatics Coordinating Facility Conference and the Organization for Human Brain Mapping.
As part of this, we have conducted user research on token economies and the pain points for researchers working with cloud computing workflows. This information will help us perform user requirement design as we finalise our architecture for an application to support Decentralised Scientific Workflows.
[x] [x] Training & Development
The OceanDAO grant enabled us as a team to take part in Kernel Block III.
Below are the deliverables for training and development:
- Opscientia were chosen as one of the top projects to present in the Final Showcase.
- We have also summarised our incredible experience in a blog.
[x] [x] Google Summer of Code Project
The OceanDAO grant directly supported mentorship for Google Summer of Code to work on open-source projects at the intersection of Open Science and Web 3.0.
Below are the deliverables for the GSoC Project:
- Kinshuk’s original GSoC project proposal for Decentralised storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- The blog post outlining Kinshuk’s work this summer with Opscientia and his work for GSoC - DAO Community Spotlight: Kinshuk Kashyap - Decentralized storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- Achintya’s original GSoC project proposal for Securing BIDS Neuroimaging Datasets Stored on Decentralized File Sharing Networks with Self-Sovereign DIDs and IPFS
- The blog post outlining Achintya’s work this summer with Opscientia and his work as Opscientia’s first Open Web Fellow (made possible by OceanDAO) - Opscientia Community Spotlight: Opscientia Open Web Fellowship
[x] [x] Hackathon Spree
OceanDAO has helped us take part in multiple hackathons over the summer and this has resulted in Opscientia being rewarded for our work and helping spotlight the importance of open science to the wider Web3 and scientific communities.
- The team took part in the ETHGlobal Web3Weekend hackathon to build a proof-of-concept of our Data Wallet. The next steps include building out the minimum viable product for scientists to use and test by the end of 2021.
- Our blog post outlining our experience at the ETHGlobal Web3Weekend hackathon - Opscientia DAO Wins Multiple Awards at the EthGlobal Hackathon
- The team also took part in the OHBM Brainhack 2021. Our GitHub issue explains our submission in greater detail
- We gathered user-research feedback from 5 scientists at the OHBM Brainhack. From this, we validated current pain points around academia and data. We gathered initial feedback on our Data Wallet proof-of-concept and sourced questions and comments to flesh out our FAQ’s.
[x] [x] Corporate partnerships with Neuroinformatics Consortia and to support the development of open-source toolkits for the neuroscience community
- Our partnership over the summer with Google’s GSoC was a success.
- We are continuing this work by drafting best practices for reproducible science and publishing the methods of how Web3 will help accelerate the improvement of those practices. This is an ongoing process and will help us develop functional, and user-first tools for scientists.
[x] [x] Survey and quantitative metrics regarding attitudes toward the Data Economy, Ocean Academy, and Web 3.0
- Further to the OHBM hackathon we carried out user-research in the community and have gathered 12 responses which have validated pain points, levels of understanding, and feedback on our vision. This further helped us to generate our FAQ’s and generate high-level user-requirements for the Opsciverse.
[x] [x] Providing initial liquidity to publish the first neuroimaging dataset pool and applications for compute-to-data
- This work is ongoing and initial steps have been taken to publish BIDS Apps and Shady’s brain  on the gaia-x testnet.
[x] [x] Content creation
- We have launched our blog page, please check it out to see what we are up to.
- Walkthrough tutorials have been published on git-annex, DataLad and IPFS:
- Demo: using git-annex with IPFS special remote
- How to setup datalad with IPFS as remote storage
- Our Dao Halls are now recorded and made available on our Youtube channel. Check out our latest one here. If you watch until the end you can hear Sarah’s candid review of it.
",Completed,27200,27200,0x33359285f30e7b3386de70ca500f4fe27853765b,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmSfecRUpBysds8v334RkeSevvqb96cJe4Bdeo8e2mV2GT,QmSfecRUpBysds8v334RkeSevvqb96cJe4Bdeo8e2mV2GT,,,661756,0
Longtail Financial,Not Granted,6,Unleash Data,New Entrants,,,18000,0,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmdaiBbsVdUURjC9ijBdoKSCvYhZmX9K8DgmSoYjw2cMTm,QmdaiBbsVdUURjC9ijBdoKSCvYhZmX9K8DgmSoYjw2cMTm,,,29880,38030
Unbanks.me,Down Voted,7,Build & Integrate,New Entrants,,,32000,0,0x663222814387E07B6E680fe3009083B7858db195,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmaTW2H5TuTNgCsZYFFEEDyqjCWRAQA5h7b8cwve4RGLX1,QmaTW2H5TuTNgCsZYFFEEDyqjCWRAQA5h7b8cwve4RGLX1,,,3046,109484
Data Whale,Funded,7,Build & Integrate,General,"[x] [X] Finalized hiring of Blockchain development team under advisory of Tim Daub. We are confident that this all-star team will be able to solve our R3 challenges and finalize ALGAs Phase 2.
1. https://www.youtube.com/watch?v=rf6VRBlpdWg
[x] [X] Finalized the development of new dataset according to community request. Micro-cap IDO will be launched together with Ocean Market v4.
1. image
2. https://twitter.com/realdatawhale/status/1425183953036644352?s=20
3. https://github.com/oceanprotocol/market/pull/742 1
4. https://youtu.be/HVDCkVxc8JY 1
[x] [X] Outreach initiatives continued on YouTube and Twitter. Surpassed 100 subscribers on YouTube, acquired custom YouTube URL, helping with listing of Data Token specific channel.
Twitter reach as follows.
Screen Shot 2021-08-10 at 4.42.45 PM

[x] [X] RugPull-Index integrated, Directory Data Token Analysis Dashboard updated.
1. https://twitter.com/realdatawhale/status/1422568683944173568?s=20
2. https://twitter.com/realdatawhale/status/1415745636264071169?s=20
[x] [X] We faced delays and challenges in finding a suitable Blockchain development team with adequate React Native experience since our R7 proposal in July. Therefore, we decided to develop additional functionalities for ALGA. meanwhile. These functionalities were not presented in any of our past proposals and the development cost has been covered by partial funds received in R7. Therefore, our initial deliverable of creating a fully integrated Web3 dApp with Data Token wallet and trading functionality may require additional funding and the process will be recorded here: https://bit.ly/3yPZQRc. The below functions have been developed.
- Backup Here: https://www.youtube.com/watch?v=Jef-tqYpAXc
- Download Test-Version on Android here: https://drive.google.com/file/d/198HCoz8D_JSfgwuUOru22XoSDxwxFGxC/view?usp=sharing
1. Improvement of Signup & Profile Creation, via Mobile Authentication (Twilio)
2. Improved backend data gathering.
3. Implemented “My Watchlist” Section on the Home Screen
4. Removed fixed price assets from ALGAs data gathering and INDEX tab, focused on Data Token Pools to ramp up for trading functionality in Phase 2.
5. General improvements on visualization (Spelling, Decimal Points etc.)
[x] [X] In addition to the functionalities highlighted in this proposal, we have also directed funds to re-design the entire UI/UIX of ALGA, with the vision of creating a world-class mobile dApp for Data Tokens. This activity was not proposed in previous rounds. We hope you like the design and appreciate your feedback! We have also designed a dark-mode as outlined before 
1. Check this out!: https://twitter.com/realdatawhale/status/1430189372570325001?s=20

926×1600 106 KB
924×1600 93.9 KB
918×1600 109 KB
922×1600 99.3 KB
926×1600 36.1 KB
902×1600 90.5 KB
",Completed,32000,32000,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmW6oVvXEP7CKEErdhSqbGknVPwsCByESL3aHtFEzjMDdz,QmW6oVvXEP7CKEErdhSqbGknVPwsCByESL3aHtFEzjMDdz,,,1166886,0
DataUnion Foundation,Funded,7,Build & Integrate,General,[x] [X] What has been promised in this proposal has been delivered as we continued to push forward with our project between round 7 and 8.,Completed,32000,32000,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmewLHnF4DG7nxopMsyfxg3foYbqPSoFcSBhCiAVWL3EYT,QmewLHnF4DG7nxopMsyfxg3foYbqPSoFcSBhCiAVWL3EYT,,,1040710,470103
DataX,Funded,7,Build & Integrate,New Entrants,"[x] [Done] datax.js library that supports datatoken <> OCEAN and datatoken <> datatoken swaps with smart routing built-in to find pools with best price.

datax-npm

Datax.js has been published in npm - https://www.npmjs.com/package/@dataxfi/datax.js 1
[x] [Done] Non-custodial Router smart contract which allows to interact will different datapools in a single tx (thereby saving gas fees)

router-contract


Router contract has been created and being tested upon. We were able to successfully swap DT - DT so we can confidently say its working
[x] [Done] Webapp UI (like uniswap or sushiswap) using React.js, web3.js and integrated with Metamask so users can use above features in a convenient way

datgax-ui-2


datax-ui-1


UI is being actively integrated with datax.js and Router contract to provide seamless UX.
Additional achievements not mentioned in proposal
- We revamped the branding completely and created a new landing page to reflect with our current offering. New landing page can be found at https://datax.fi

datax-landing-page


- Created and published a unified datatoken list in IPFS for anyone to use in their dapps. This list follows standard tokenlist.org format so can be used by other DEXs like Uniswap, Balancer etc. if they choose to. Hopefully this will bring additional eyes on datatokens and help adoption.
Datatoken List
- We also forked Ocean.js and updated it to allow trading, buying, selling without restrictions. Now Dapps can have option to choose from 2 versions of Ocean.js to integrate in their dapps. Since we are using it in datax.js, we will try to maintain it.

oceanjs-forked



Forked and customised Ocean.js is published in npm registry for anyone to use and can be found here",Completed,32000,32000,0xeFB850EA4963Eb6d1A914D4Eb0b114026da51623,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/Qmaofa7FWkb7QjVkBVksxFohWt9qawi89JHUjj7iHBpPHk,Qmaofa7FWkb7QjVkBVksxFohWt9qawi89JHUjj7iHBpPHk,,,1130084,0
Project Coral,Not Granted,7,Outreach,General,,Completed,32000,0,0x33359285F30E7B3386dE70ca500F4fe27853765B,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmY1Y875sHYG89DMDwzg6H6zJtJyxYnYdmGSLbC41vv7hd,QmY1Y875sHYG89DMDwzg6H6zJtJyxYnYdmGSLbC41vv7hd,,,171298,0
Nano Sensor Powered Smart Cities,Funded,7,Unleash Data,New Entrants,,Unreported,32000,32000,0x53CB14af00560E779baCa9A662F6213dC573B906,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmY1EsTDGcVv2Q2gVPYvkJCxc8XnGY1YFeiXp4371FwqBq,QmY1EsTDGcVv2Q2gVPYvkJCxc8XnGY1YFeiXp4371FwqBq,,,629705,385784
Clean Docs,Funded,7,Core Software,General,"[x] [x] Create Marketplace tutorials for Staking, Publishing, Consuming
- https://docs.oceanprotocol.com/tutorials/marketplace-introduction/
[x] [x] Create v4 docs (The pull request will be merged after v4 release)
- https://github.com/oceanprotocol/docs/pull/780
[x] [x] Create deployments page
- https://docs.oceanprotocol.com/concepts/deployments/
[x] [x] New search feature
- https://docs.oceanprotocol.com/search
[x] [x] Bug fixes, upgrades, Maintenance
- https://github.com/oceanprotocol/docs/issues/764
- https://github.com/oceanprotocol/docs/issues/756
- https://github.com/oceanprotocol/docs/issues/755
- https://github.com/oceanprotocol/docs/issues/716
- https://github.com/oceanprotocol/docs/issues/701
- https://github.com/oceanprotocol/docs/issues/697
- https://github.com/oceanprotocol/docs/issues/691
",Completed,12000,12000,0x1d4df77B21a54A30735E18512613CfB87D83A8Ce,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmSpmyLQAHqdhHzJkxUCaMGas5d1MipKp5EiypmEXfw3ce,QmSpmyLQAHqdhHzJkxUCaMGas5d1MipKp5EiypmEXfw3ce,,,1630643,0
